index_of_pixel,label,source_of_pixel
[22 39 34],1.0,6
[64 31 44],1.0,2
[19 49 37],1.0,6
[42 48 32],2.0,10
[31 15 29],1.0,7
[41 35 51],2.0,10
[67 57 41],1.0,3
[35 53 44],2.0,1
[59 63 51],1.0,3
[48 38 22],1.0,5
[26 41 28],1.0,8
[34 20 37],1.0,4
[39 55 49],2.0,1
[65 25 38],2.0,3
[32 52 38],1.0,2
[46 43 30],1.0,10
[62 57 52],1.0,10
[53 66 40],1.0,3
[37 54 46],2.0,1
[64 46 50],1.0,9
[71 29 42],2.0,3
[55 19 43],1.0,2
[72 26 56],1.0,3
[29 34 30],2.0,4
[62 86 53],1.0,3
[34 39 38],1.0,7
[49 50 29],1.0,2
[42 23 29],2.0,8
[33 46 17],1.0,5
[51 56 32],1.0,5
[41 40 26],1.0,4
[66 50 46],1.0,9
[37 17 38],1.0,8
[64 41 51],1.0,10
[19 36 40],1.0,4
[31 29 58],1.0,1
[16 43 15],2.0,7
[56 35 32],1.0,2
[44 46 33],1.0,3
[21 34 31],2.0,7
[37 47 25],1.0,5
[33 48 31],2.0,8
[19 30 23],2.0,7
[45 51 59],1.0,3
[38 34 42],2.0,10
[38 68 57],1.0,3
[52 45 62],1.0,1
[57 51 50],2.0,10
[74 81 45],1.0,3
[20 44 34],1.0,6
[38 57 35],2.0,1
[36 37 53],1.0,9
[35 15 40],2.0,2
[59 71 26],1.0,3
[30 33 27],2.0,7
[43 51 38],1.0,4
[35 41 38],1.0,9
[14 38 20],2.0,7
[17 35  7],1.0,0
[27 42 24],2.0,7
[55 63 59],1.0,3
[45 34 51],1.0,10
[46 39 51],1.0,1
[56 26 55],1.0,1
[46 59 49],2.0,10
[48 58 32],1.0,5
[46 45 43],2.0,10
[53 46 37],1.0,2
[39 26 38],2.0,8
[27 53 45],1.0,3
[45 66 36],2.0,10
[45 39 38],1.0,2
[11 47 42],1.0,6
[31 38 24],1.0,5
[30 38 50],1.0,1
[62 58 33],1.0,2
[43 15 42],2.0,2
[53 42 43],1.0,2
[24 15  9],1.0,0
[35 15 41],1.0,4
[27 45 19],2.0,7
[39 17 31],1.0,4
[49 36 18],1.0,5
[12 39 31],2.0,7
[53 27 33],2.0,5
[65 30 46],1.0,2
[24 48 36],1.0,4
[55 50 29],1.0,10
[46 13 49],1.0,2
[19 26 32],1.0,6
[36 36 28],1.0,2
[32 41 29],1.0,8
[30 31 29],2.0,4
[51 52 58],1.0,1
[45 24 28],1.0,5
[70 19 47],1.0,9
[39 25 38],2.0,8
[41 71 30],1.0,3
[43 16 29],2.0,8
[57 21 47],1.0,2
[44 24 61],1.0,1
[33 43 58],1.0,1
[14 44 34],2.0,7
[54 61 54],1.0,3
[40 30 29],1.0,2
[42 53 32],2.0,10
[54 49 54],1.0,1
[21 23 23],1.0,7
[32 31 43],1.0,9
[34 41 31],1.0,10
[19 49 31],1.0,6
[33 42 34],2.0,1
[38 60 57],1.0,1
[48 58 40],1.0,1
[50 25 32],1.0,9
[48 39 33],1.0,4
[45 31 39],1.0,9
[34 44 38],2.0,10
[40 22 39],2.0,5
[40 37 27],2.0,8
[50 51 59],1.0,9
[53 41 54],2.0,10
[64 50 57],1.0,9
[44 47 26],1.0,10
[24 44 23],2.0,7
[25 25 39],1.0,6
[47 33 57],1.0,9
[26 47 26],1.0,8
[20 24 37],1.0,6
[31 46 28],2.0,8
[41 70 33],1.0,3
[32 41 33],1.0,7
[10 19 30],1.0,7
[53 17 43],1.0,2
[70 81 44],1.0,3
[50 79 53],1.0,3
[27 50 35],1.0,8
[39 62 45],1.0,3
[22 42 27],2.0,7
[ 6 25 30],1.0,6
[51 47 34],1.0,5
[59 77 55],1.0,3
[17 18 30],1.0,6
[29 44 24],2.0,8
[56 69 37],1.0,3
[ 6 45 22],2.0,6
[48 25 58],1.0,9
[45 28 32],2.0,5
[36 37 34],2.0,1
[18 48 36],1.0,6
[48 34 22],1.0,5
[40 33 45],1.0,9
[21 22 37],1.0,7
[12 37 33],2.0,7
[57 31 41],1.0,2
[62 31 51],2.0,3
[32 45 29],1.0,4
[27 47 37],1.0,7
[18 20  5],1.0,0
[37 19 29],2.0,8
[44 66 43],1.0,10
[47 28 27],1.0,5
[17 49 18],2.0,7
[32 39 28],1.0,2
[39 14 39],2.0,2
[71 42 30],1.0,3
[60 52 29],1.0,3
[66 51 48],1.0,2
[57 40 49],2.0,3
[60 83 57],1.0,3
[37 48 41],2.0,10
[27 53 36],1.0,4
[45 44 28],1.0,4
[60 42 26],1.0,10
[42 56 41],2.0,1
[73 39 30],1.0,3
[60 33 53],1.0,9
[73 24 49],2.0,3
[36 53 30],1.0,8
[30 36 19],2.0,7
[57 22 41],1.0,1
[19 46 44],1.0,6
[72 32 33],1.0,3
[39 38 50],2.0,10
[27 32 37],1.0,4
[66 50 42],1.0,9
[25 45 34],1.0,8
[58 56 48],2.0,10
[30 35 27],1.0,9
[39 42 35],2.0,8
[77 32 56],1.0,3
[40 42 26],1.0,10
[33 41 27],2.0,7
[42 35 46],1.0,1
[28 39 30],2.0,7
[32 35 60],1.0,3
[49 30 19],1.0,5
[44 26 32],2.0,8
[15 53 37],1.0,6
[46 39 54],1.0,3
[47 40 39],1.0,9
[12 39 34],2.0,7
[39 56 56],1.0,3
[38 65 53],1.0,3
[60 49 49],1.0,1
[24 44 32],1.0,4
[48 57 46],1.0,2
[54 45 55],1.0,9
[33 55 43],2.0,1
[45 48 58],1.0,1
[37 58 35],1.0,5
[33 47 34],1.0,7
[21 50 35],1.0,7
[14 18 30],1.0,6
[52 55 40],2.0,10
[45 21 29],1.0,2
[28 25 39],1.0,4
[45 25 38],2.0,8
[46 50 62],1.0,1
[29 48 56],1.0,9
[55 23 49],1.0,9
[33 41 38],1.0,3
[56 29 27],1.0,2
[74 36 58],1.0,3
[41 17 39],2.0,2
[66 26 35],1.0,9
[22 44 18],2.0,7
[ 5 48 43],1.0,6
[38 52 43],2.0,1
[34 22 37],1.0,4
[32 41 35],1.0,7
[47 27 39],1.0,8
[23 23 39],1.0,6
[67 65 50],1.0,3
[57 56 30],1.0,10
[66 31 34],1.0,3
[47 52 30],1.0,2
[62 45 49],1.0,10
[75 36 56],1.0,3
[50 27 23],1.0,5
[44 56 32],2.0,10
[51 52 25],1.0,3
[55 51 47],1.0,2
[52 46 38],2.0,10
[53 54 33],1.0,2
[10 27 24],2.0,7
[43 37 38],1.0,4
[41 46 32],1.0,2
[24 44 25],2.0,7
[47 38 45],2.0,3
[45 33 20],1.0,5
[62 53 33],1.0,10
[51 66 56],1.0,3
[40 51 30],1.0,10
[47 43 42],2.0,10
[32 37 46],1.0,2
[39 21 25],2.0,8
[42 39 33],1.0,2
[33 41 34],2.0,1
[43 80 47],1.0,3
[42 29 21],1.0,8
[16 36 16],2.0,7
[14 17  2],1.0,0
[50 46 29],1.0,10
[25 40 23],2.0,7
[73 82 59],1.0,3
[76 52 48],1.0,3
[55 36 40],1.0,1
[68 22 39],1.0,3
[54 51 39],2.0,10
[32 41 27],1.0,5
[31 34 33],2.0,7
[10  9 15],1.0,0
[41 51 28],1.0,10
[32 46 27],2.0,8
[34 24 45],1.0,1
[45 49 39],1.0,9
[46 56 26],1.0,10
[45 24 48],1.0,9
[78 47 54],1.0,3
[19 37 26],2.0,7
[64 39 28],1.0,3
[48 39 49],2.0,10
[11 23 47],1.0,6
[52 58 49],2.0,10
[75 77 46],1.0,3
[41 25 32],2.0,8
[74 50 34],1.0,3
[43 34 64],1.0,1
[34 44 39],2.0,8
[73 69 46],1.0,3
[52 55 28],1.0,2
[43 48 36],2.0,10
[65 44 29],1.0,3
[41 65 49],1.0,3
[44 74 46],1.0,3
[35 38 44],2.0,10
[30 32 39],1.0,7
[34 46 47],2.0,1
[63 45 39],1.0,2
[44 36 29],1.0,5
[31 35 18],2.0,7
[39 32 26],2.0,8
[63 70 34],1.0,3
[58 63 42],1.0,10
[22 25 24],2.0,4
[13 55 47],1.0,6
[47 48 31],1.0,3
[ 8 22 46],1.0,6
[ 6 40 26],2.0,7
[60 56 28],1.0,10
[29 44 29],1.0,8
[50 61 36],2.0,10
[36 32 30],1.0,5
[17 30 34],1.0,6
[10 17 26],1.0,7
[37 39 40],1.0,4
[40 54 45],1.0,9
[23 19 45],1.0,6
[54 49 53],2.0,10
[77 64 44],1.0,3
[23 39 21],2.0,7
[73 32 44],2.0,3
[46 54 41],1.0,9
[29 44 22],2.0,7
[44 59 50],2.0,10
[48 63 31],1.0,3
[69 27 39],2.0,3
[26 43 22],1.0,6
[45 28 25],1.0,5
[44 56 26],1.0,10
[51 69 43],1.0,10
[46 21 28],1.0,5
[43 44 31],1.0,8
[50 55 28],1.0,2
[42 38 30],2.0,8
[74 42 58],1.0,3
[46 31 29],1.0,9
[26 46 48],1.0,9
[29 45 28],2.0,7
[75 73 57],1.0,3
[22 23 31],1.0,6
[37 14 40],2.0,2
[38 69 28],1.0,3
[55 47 26],1.0,3
[34 46 36],2.0,1
[30 39 62],1.0,1
[62 50 55],1.0,3
[40 59 45],2.0,1
[42 34 43],1.0,9
[12 34  8],1.0,0
[31 50 36],2.0,1
[26 59 25],1.0,7
[69 25 39],1.0,9
[10 47 32],1.0,7
[23 31 40],1.0,4
[47 53 47],2.0,10
[16 50 35],1.0,7
[38 30 25],1.0,8
[59 37 39],2.0,3
[54 28 26],1.0,5
[62 56 48],1.0,3
[35 43 18],1.0,5
[33 35 18],2.0,7
[32 43 60],1.0,3
[37 44 27],2.0,8
[84 35 60],1.0,3
[59 48 37],1.0,10
[40 38 51],2.0,10
[52 31 26],1.0,2
[17 25 23],1.0,4
[47 52 28],1.0,9
[32 49 42],2.0,1
[49 25 47],1.0,2
[45 36 19],1.0,5
[55 37 45],1.0,9
[ 8 38 29],2.0,7
[41 48 35],1.0,9
[21 44 17],2.0,7
[46 25 38],1.0,1
[40 34 28],1.0,2
[43 48 44],1.0,2
[43 66 44],1.0,10
[36 44 43],2.0,10
[ 6 44 45],1.0,6
[61 31 27],1.0,9
[47 59 40],2.0,10
[28 46 39],1.0,4
[53 57 44],1.0,1
[43 24 45],1.0,1
[25 38 39],1.0,4
[35 55 41],1.0,3
[49 49 31],1.0,3
[29 43 45],2.0,1
[24 38 26],1.0,6
[37 43 40],2.0,1
[60 31 50],2.0,3
[68 60 35],1.0,10
[56 29 45],1.0,9
[45 43 63],1.0,1
[78 35 32],1.0,3
[25 46 35],1.0,2
[71 71 45],1.0,3
[37 15 37],2.0,2
[64 30 48],1.0,2
[46 41 46],2.0,3
[29 46 55],1.0,9
[58 25 59],1.0,1
[59 31 54],1.0,3
[24 48 33],1.0,6
[21 35 24],2.0,7
[48 43 27],1.0,1
[54 21 39],1.0,2
[70 51 46],1.0,10
[71 30 32],1.0,3
[16 39 23],2.0,7
[60 58 57],1.0,3
[61 66 50],1.0,10
[35 29 35],1.0,1
[30 25 33],2.0,4
[57 21 51],1.0,9
[20  9  6],1.0,0
[43 28 32],1.0,10
[48 61 27],1.0,3
[11 35 28],2.0,7
[42 55 48],1.0,2
[39 44 39],1.0,4
[ 9 50 25],2.0,6
[43 54 25],1.0,3
[37 30 64],1.0,1
[13 34 33],2.0,7
[63 51 30],1.0,9
[15 42 23],2.0,7
[64 48 61],1.0,1
[39 40 42],2.0,10
[52 47 48],1.0,3
[17 36 36],2.0,7
[47 51 30],1.0,9
[26 51 34],1.0,7
[19 48 22],2.0,7
[40 48 56],1.0,9
[12 47 35],1.0,7
[28 51 36],2.0,1
[60 44 44],1.0,10
[53 15 37],1.0,2
[51 50 32],2.0,10
[62 54 37],1.0,9
[47 66 39],2.0,10
[28 16 32],1.0,4
[49 40 47],2.0,10
[ 9 32 36],1.0,6
[31 59 36],2.0,1
[81 42 50],1.0,3
[49 35 35],1.0,8
[24 32 34],2.0,4
[38 43 28],1.0,7
[75 46 36],1.0,10
[25  9 12],1.0,0
[52 55 39],2.0,10
[65 49 40],1.0,9
[42 55 44],2.0,10
[28 45 33],2.0,1
[68 32 50],1.0,9
[45 21 39],2.0,2
[20 17 30],1.0,6
[26 39 24],2.0,7
[58 42 56],1.0,1
[13 21 47],1.0,6
[12 32 33],2.0,7
[ 7 47 46],1.0,6
[44 50 17],1.0,5
[16 48 46],1.0,6
[51 20 41],1.0,1
[41 47 41],2.0,1
[36 61 48],1.0,3
[42 42 29],1.0,5
[17 37 24],2.0,7
[47 64 40],2.0,10
[51 61 43],1.0,9
[15 28 36],1.0,7
[53 68 50],1.0,10
[41 45 43],2.0,3
[72 36 50],2.0,3
[41 33 54],1.0,3
[48 60 35],1.0,5
[47 47 47],1.0,2
[27 13 20],1.0,0
[68 49 46],1.0,2
[43 73 30],1.0,3
[32 50 34],1.0,7
[44 39 53],2.0,10
[45 63 54],1.0,3
[38 45 50],2.0,1
[57 41 26],1.0,3
[44 29 35],2.0,8
[ 7 32 29],1.0,6
[45 43 41],2.0,10
[53 58 41],1.0,1
[54 36 41],1.0,9
[21 37 18],2.0,7
[34 31 23],1.0,4
[24 38 34],2.0,7
[49 54 43],1.0,9
[43 58 37],1.0,9
[48 47 41],2.0,10
[57 35 52],1.0,9
[61 28 32],1.0,9
[42 56 32],1.0,3
[64 35 43],1.0,2
[64 59 33],1.0,10
[14 49 23],2.0,7
[50 73 32],1.0,3
[49 46 30],1.0,3
[45 40 25],1.0,2
[23 38 22],1.0,6
[54 38 42],1.0,1
[42 21 39],1.0,4
[37 22 39],2.0,8
[71 85 56],1.0,3
[42 31 19],1.0,8
[57 28 50],1.0,9
[47 18 30],1.0,2
[66 65 32],1.0,3
[19 35 33],2.0,7
[43 40 32],1.0,4
[43 49 34],2.0,10
[59 46 51],1.0,1
[39 56 46],1.0,2
[59 44 44],1.0,9
[53 45 35],1.0,3
[73 33 42],1.0,10
[14 36 10],1.0,0
[47 25 54],1.0,9
[34 48 32],2.0,8
[24 40 42],1.0,9
[35 38 28],1.0,7
[39 57 43],1.0,3
[43 63 59],1.0,3
[43 58 39],2.0,10
[71 56 54],1.0,3
[53 34 33],2.0,5
[ 9 44 37],1.0,7
[46 48 37],1.0,8
[71 30 31],1.0,3
[13 42 16],2.0,7
[40 59 32],1.0,3
[19 54 44],1.0,6
[52 42 24],1.0,2
[18 39 22],2.0,7
[37 27 57],1.0,9
[36 72 36],1.0,3
[42 41 43],2.0,10
[54 45 27],1.0,9
[80 35 40],2.0,3
[26 52 35],1.0,7
[59 55 40],1.0,9
[35 35 41],2.0,10
[56 41 45],1.0,1
[48 40 40],2.0,3
[20 37 29],1.0,6
[44 26 28],2.0,8
[57 36 29],1.0,9
[43 15 39],2.0,2
[22 46 31],1.0,6
[57 38 26],1.0,3
[39 47 31],2.0,1
[62 74 38],1.0,3
[28 37 21],2.0,7
[55 42 45],1.0,9
[36 39 33],1.0,7
[22 33 32],2.0,7
[47 31 54],1.0,1
[41 33 27],2.0,8
[22 47 29],1.0,6
[42 34 31],1.0,10
[31 26 45],1.0,1
[61 51 29],1.0,10
[74 37 40],2.0,3
[32 37 19],2.0,7
[26 25 50],1.0,9
[43 61 32],1.0,10
[77 33 40],2.0,3
[66 49 44],1.0,3
[45 72 47],1.0,3
[38 55 32],1.0,10
[46 17 43],2.0,2
[60 42 53],1.0,1
[44 45 27],1.0,10
[28 39 38],1.0,7
[26 44 35],1.0,4
[19 29 46],1.0,6
[42 46 45],2.0,10
[37 22 52],1.0,9
[48 56 53],2.0,10
[34 41 55],1.0,9
[26 44 39],1.0,4
[33 30 29],1.0,9
[33 41 35],2.0,5
[55 56 47],1.0,1
[47 42 30],1.0,3
[35 46 32],2.0,1
[69 36 29],1.0,10
[44 41 29],1.0,4
[40 27 41],1.0,10
[62 51 44],1.0,10
[28 32 27],2.0,7
[59 41 49],1.0,2
[48 49 40],1.0,3
[37 25 42],1.0,1
[37 32 39],2.0,10
[29 41 42],1.0,9
[48 61 26],1.0,3
[44 68 58],1.0,3
[28 55 23],2.0,7
[51 42 60],1.0,1
[24 23 41],1.0,4
[47 41 45],1.0,9
[26 51 25],2.0,7
[73 86 52],1.0,3
[36 44 34],1.0,4
[43 43 39],1.0,2
[52 53 60],1.0,3
[37 23 49],1.0,1
[37 52 60],1.0,1
[39 45 37],2.0,10
[12 54 41],1.0,6
[36 37 24],1.0,8
[39 47 41],2.0,10
[38 49 42],1.0,2
[37 54 38],2.0,1
[58 38 54],1.0,3
[37 36 54],1.0,9
[61 34 42],2.0,9
[52 57 45],1.0,2
[60 50 53],1.0,3
[59 38 32],1.0,10
[33 34 44],1.0,9
[65 63 39],1.0,3
[26 30 38],1.0,4
[65 40 44],1.0,2
[22 48 33],1.0,6
[44 34 25],2.0,8
[33 43 54],1.0,9
[39 28 50],1.0,9
[13 34 18],2.0,7
[50 36 53],1.0,1
[44 27 38],2.0,8
[15  4 15],1.0,0
[43 32 47],1.0,9
[46 46 24],1.0,2
[47 59 29],1.0,10
[58 46 55],1.0,1
[67 84 51],1.0,3
[29 22 30],1.0,6
[34 47 29],1.0,5
[55 49 33],1.0,3
[41 48 41],2.0,1
[43 34 59],1.0,1
[73 50 42],1.0,10
[49 27 19],1.0,5
[49 61 26],1.0,10
[18 17 26],1.0,7
[70 32 50],1.0,9
[ 4 28  2],1.0,0
[39 51 44],1.0,9
[22 40 28],2.0,7
[16 22 41],1.0,6
[54 29 59],1.0,9
[22 32 19],2.0,7
[64 67 53],1.0,3
[47 36 46],2.0,3
[41 34 29],1.0,4
[24 22 35],1.0,4
[76 28 47],2.0,3
[45 63 51],1.0,3
[59 64 35],1.0,3
[45 54 48],1.0,9
[53 38 43],2.0,3
[43 54 31],1.0,3
[28 51 40],2.0,1
[ 8 32 31],1.0,6
[34 22 55],1.0,9
[46 52 36],2.0,10
[50 49 45],1.0,9
[49 33 30],1.0,2
[40 47 38],1.0,8
[65 49 34],1.0,3
[57 42 24],1.0,3
[22 24 29],1.0,8
[59 27 35],1.0,3
[36 33 49],1.0,9
[59 51 56],1.0,9
[30 48 18],1.0,5
[41 35 18],1.0,8
[26 52 34],1.0,7
[50 34 38],2.0,3
[54 22 52],1.0,9
[55 53 38],2.0,10
[63 71 52],1.0,3
[23 42 26],1.0,6
[34 43 32],2.0,8
[41 43 29],1.0,5
[21 33 27],2.0,7
[37 54 36],1.0,9
[48 60 41],1.0,9
[70 73 47],1.0,3
[41 19 46],2.0,2
[30 34 40],1.0,10
[50 57 26],1.0,10
[42 56 35],2.0,1
[ 8 31 20],1.0,7
[44 31 41],1.0,4
[62 24 56],1.0,9
[45 54 40],1.0,9
[24 38 46],1.0,1
[60 30 46],2.0,3
[46 42 35],2.0,1
[47 51 22],1.0,5
[43 46 49],2.0,10
[10 44 41],1.0,6
[34 44 45],2.0,1
[49 26 41],1.0,9
[76 34 40],2.0,3
[39 36 40],1.0,4
[64 79 49],1.0,3
[52 41 41],2.0,10
[54 17 34],1.0,2
[49 48 50],1.0,9
[20 33  2],1.0,0
[66 25 44],1.0,9
[45 61 48],1.0,9
[58 52 34],1.0,10
[11 39 33],1.0,6
[14 26 34],1.0,7
[37 70 56],1.0,3
[63 52 31],1.0,2
[72 48 37],1.0,3
[51 54 36],1.0,3
[54 53 43],2.0,10
[41 48 36],2.0,1
[57 38 32],1.0,3
[38 50 60],1.0,1
[39 33 29],1.0,10
[59 36 37],1.0,2
[34 51 40],2.0,1
[50 73 50],1.0,3
[62 34 30],1.0,3
[49 41 41],2.0,10
[ 5 26  1],1.0,0
[63 70 59],1.0,3
[46 30 47],1.0,3
[16 20  2],1.0,0
[33 40 35],2.0,1
[74 46 29],1.0,3
[10 28  5],1.0,0
[18 45 33],2.0,7
[15 32 28],2.0,7
[44 64 24],1.0,3
[33 45 34],1.0,7
[49 28 32],1.0,1
[19 41 30],2.0,7
[39 49 34],1.0,4
[79 42 53],1.0,3
[23 17 32],1.0,8
[68 55 47],1.0,3
[60 32 48],1.0,1
[10 44 37],1.0,6
[14 32 22],2.0,7
[19 33  2],1.0,0
[54 41 57],1.0,1
[46 53 53],1.0,9
[21 24 27],2.0,4
[29 58 55],1.0,3
[48 15 33],1.0,4
[54 43 30],1.0,5
[56 47 40],1.0,3
[17 14 26],1.0,7
[58 12 34],1.0,2
[30 24 31],2.0,4
[34 43 36],1.0,2
[74 31 45],2.0,3
[43 14 41],1.0,4
[54 52 27],1.0,10
[34 64 49],1.0,10
[38 39 35],1.0,3
[19 36 26],2.0,7
[51 41 28],1.0,9
[49 49 47],2.0,10
[46 75 52],1.0,3
[43 20 37],2.0,8
[42 45 44],1.0,2
[31 48 44],2.0,1
[26 45 18],2.0,7
[36 43 27],1.0,5
[64 52 53],1.0,9
[46 25 37],2.0,8
[57 22 49],1.0,9
[46 49 42],2.0,10
[ 6 39 43],1.0,6
[59 76 28],1.0,3
[36 36 27],1.0,9
[27 29 49],1.0,1
[39 13 33],1.0,2
[23 47 21],1.0,6
[29 38 26],1.0,1
[50 72 26],1.0,3
[38 47 60],1.0,1
[77 64 48],1.0,3
[68 44 52],1.0,10
[32 38 24],1.0,5
[47 32 42],1.0,9
[28 28 20],1.0,8
[60 53 36],1.0,9
[50 61 55],1.0,3
[39 36 43],1.0,1
[63 68 49],1.0,3
[34 56 42],2.0,1
[60 33 56],1.0,9
[47 53 36],2.0,1
[17 52 33],1.0,6
[46 39 60],1.0,1
[53 57 49],1.0,1
[14 42 36],2.0,7
[11 12 17],1.0,0
[25 31 52],1.0,9
[59 42 29],1.0,10
[51 42 43],2.0,10
[48 39 44],1.0,1
[19 43 23],2.0,7
[45 63 45],2.0,10
[57 51 41],1.0,3
[29 38 24],1.0,4
[60 47 56],1.0,1
[55 45 51],1.0,9
[27 44 25],2.0,7
[27 36 54],1.0,9
[80 30 34],1.0,3
[25 49 31],2.0,7
[50 14 37],1.0,2
[46 43 51],1.0,1
[16 40 34],2.0,7
[64 46 52],1.0,3
[53 73 26],1.0,3
[46 21 26],1.0,4
[35 53 49],2.0,1
[52 57 47],1.0,9
[54 23 59],1.0,9
[43 39 37],1.0,1
[35 24 54],1.0,1
[45 42 55],1.0,1
[14 20 31],1.0,6
[20 22 40],1.0,6
[37 46 34],2.0,8
[66 87 52],1.0,3
[38 48 39],1.0,9
[51 35 22],1.0,5
[41 39 38],2.0,3
[76 37 39],2.0,3
[63 47 44],1.0,2
[69 78 50],1.0,3
[12 31  2],1.0,0
[37 21 41],2.0,2
[41 19 27],1.0,4
[17 56 46],1.0,6
[46 47 35],2.0,10
[53 36 45],2.0,3
[ 7 17  5],1.0,0
[44 39 39],1.0,8
[27 30 26],2.0,7
[53 68 23],1.0,3
[44 23 36],1.0,9
[19 35 22],2.0,7
[60 55 32],1.0,10
[42 26 38],2.0,8
[21 22 24],2.0,4
[55 54 28],1.0,3
[26 35 26],2.0,7
[60 44 29],1.0,3
[20 24 33],1.0,6
[47 39 37],1.0,2
[15 48 38],1.0,7
[10 46 46],1.0,6
[45 52 45],2.0,10
[54 58 54],1.0,3
[73 33 39],2.0,3
[57 34 40],1.0,1
[46 46 34],2.0,10
[49 48 30],1.0,5
[49 31 29],1.0,5
[38 44 28],1.0,10
[48 61 43],2.0,10
[42 25 49],1.0,9
[48 37 34],1.0,5
[45 59 27],1.0,10
[40 32 34],1.0,10
[30 52 33],1.0,7
[45 61 40],1.0,9
[29 42 41],1.0,10
[38 47 34],1.0,7
[57 53 41],1.0,3
[59 57 47],1.0,2
[35 46 31],1.0,7
[15 47 16],2.0,7
[25 15 12],1.0,0
[40 72 47],1.0,3
[52 45 36],1.0,3
[19 35 29],2.0,7
[47 69 30],1.0,3
[18 39 20],2.0,7
[58 56 49],2.0,10
[37 23 48],1.0,9
[45 45 33],2.0,10
[69 24 41],2.0,3
[42 39 30],1.0,9
[78 33 32],1.0,3
[36 37 32],1.0,10
[36 76 52],1.0,3
[53 49 46],2.0,10
[46 50 31],1.0,3
[50 29 24],1.0,4
[33 49 31],1.0,7
[21 36 40],1.0,4
[44 36 55],1.0,3
[68 25 55],1.0,3
[65 39 43],1.0,2
[44 56 44],2.0,10
[48 56 47],1.0,9
[79 27 46],2.0,3
[37 42 57],1.0,3
[15 13  6],1.0,0
[51 27 50],1.0,1
[49 55 29],1.0,10
[39 55 57],1.0,1
[17 39 27],2.0,7
[51 52 55],1.0,9
[48 30 56],1.0,9
[66 50 25],1.0,3
[26 18 41],1.0,6
[51 22 24],1.0,5
[36 41 49],2.0,1
[36 58 32],1.0,3
[44 21 28],1.0,2
[10 21 34],1.0,6
[25 40 39],1.0,4
[50 49 53],1.0,1
[25 28 26],1.0,6
[48 53 30],1.0,10
[70 24 48],2.0,3
[42 46 57],1.0,1
[43 35 51],2.0,10
[49 31 41],1.0,1
[44 45 50],2.0,10
[32 36 36],1.0,10
[14 20 23],1.0,7
[45 40 49],1.0,9
[25 39 28],2.0,7
[26 25 35],1.0,7
[56 16 32],1.0,2
[37 43 51],1.0,1
[43 51 45],2.0,10
[44 43 25],1.0,2
[31 39 37],1.0,7
[49 41 25],1.0,4
[33 32 42],1.0,9
[82 41 53],1.0,3
[45 58 39],1.0,3
[43 59 45],2.0,1
[50 52 54],2.0,10
[44 71 57],1.0,3
[39 55 35],1.0,3
[50 18 42],1.0,2
[51 76 52],1.0,3
[13 30 35],1.0,6
[41 38 39],1.0,9
[28 52 35],2.0,1
[56 82 53],1.0,3
[50 45 27],1.0,10
[50 53 43],2.0,10
[31 49 51],1.0,3
[62 30 47],2.0,3
[31 12 26],1.0,7
[67 78 29],1.0,3
[38 13 40],2.0,2
[12 29  3],1.0,0
[75 33 40],2.0,3
[64 53 43],1.0,9
[59 17 34],1.0,2
[42 58 42],2.0,1
[62 60 30],1.0,3
[57 40 55],1.0,3
[51 38 24],1.0,4
[54 53 56],1.0,9
[41 47 36],2.0,1
[34 45 59],1.0,3
[19 37 20],2.0,7
[47 20 39],1.0,1
[42 47 32],1.0,3
[27 30 32],2.0,4
[67 56 42],1.0,2
[45 49 53],1.0,9
[66 49 37],1.0,3
[23 26 37],1.0,6
[40 49 49],2.0,10
[33 71 46],1.0,3
[36 29 50],1.0,9
[71 51 41],1.0,3
[25 27 41],1.0,4
[40 35 48],2.0,10
[64 42 51],1.0,10
[36 55 34],2.0,1
[36 30 38],1.0,1
[38 44 30],1.0,5
[42 30 35],2.0,8
[30 39 30],1.0,5
[22 35 23],2.0,7
[59 33 46],2.0,3
[64 54 32],1.0,3
[34 38 47],2.0,10
[61 62 41],1.0,3
[52 59 46],2.0,10
[77 49 39],1.0,3
[42 32 44],1.0,1
[62 53 35],1.0,9
[29 20 38],1.0,6
[12 20 37],1.0,6
[39 48 35],2.0,10
[34 73 57],1.0,3
[36 52 41],2.0,1
[37 35 53],1.0,1
[51 58 31],1.0,10
[39 52 32],2.0,1
[65 33 56],1.0,9
[ 8 39 25],2.0,7
[33 44 37],1.0,2
[45 51 38],2.0,10
[26 39 37],1.0,6
[37 45 30],1.0,10
[37 15 28],1.0,7
[45 32 53],1.0,9
[37 28 32],1.0,9
[50 31 25],1.0,5
[33 46 56],1.0,1
[42 56 26],1.0,10
[60 56 36],1.0,2
[21 41 23],2.0,7
[64 61 40],1.0,3
[42 75 37],1.0,3
[42 28 18],1.0,8
[21 45 26],2.0,7
[31 44 55],1.0,9
[44 53 58],1.0,3
[26 35 37],1.0,4
[14 48 24],2.0,7
[63 55 32],1.0,3
[46 49 37],2.0,10
[ 9 26 16],1.0,7
[23 41 29],2.0,7
[15 17  2],1.0,0
[14 46 30],2.0,7
[35 63 28],1.0,3
[55 54 34],1.0,2
[60 41 55],1.0,3
[66 48 53],1.0,10
[40 45 40],1.0,4
[30 51 47],1.0,9
[40 40 27],1.0,7
[44 55 42],1.0,2
[46 61 36],2.0,10
[45 24 25],1.0,4
[67 31 49],1.0,2
[22 25 35],1.0,7
[14 39 22],2.0,7
