index_of_pixel,label,source_of_pixel
[34 48 28],2.0,7
[58 34 60],1.0,3
[37 47 44],2.0,10
[32 39 35],1.0,9
[44 47 35],1.0,3
[62 56 37],1.0,2
[24 33 32],1.0,6
[14 45 45],1.0,6
[52 52 28],1.0,10
[78 30 41],2.0,3
[52 63 31],1.0,3
[38 34 30],1.0,9
[61 57 28],1.0,10
[26 16 27],1.0,8
[42 61 34],1.0,3
[22 47 42],1.0,6
[25 24 40],1.0,6
[25 46 48],1.0,1
[26 26 29],1.0,7
[24 51 39],1.0,7
[46 53 39],1.0,5
[62 28 34],1.0,3
[35 44 23],2.0,8
[54 31 28],1.0,9
[50 40 47],2.0,3
[32 50 51],1.0,9
[30 32 32],2.0,4
[30 52 33],1.0,7
[71 73 55],1.0,3
[28 48 35],1.0,9
[46 40 39],2.0,3
[21 51 22],2.0,7
[31 21 25],2.0,4
[40 33 28],1.0,10
[39 51 40],2.0,10
[68 47 31],1.0,3
[40 32 20],1.0,5
[38 30 60],1.0,1
[52 44 48],2.0,10
[ 9 19 26],1.0,6
[75 35 49],2.0,3
[31 43 29],2.0,7
[13 45 40],1.0,6
[20 45 38],1.0,7
[23 41 27],2.0,4
[42 54 56],1.0,1
[31 31 30],2.0,4
[ 9 34 39],1.0,6
[75 41 32],1.0,3
[68 46 43],1.0,3
[62 63 45],1.0,10
[60 64 26],1.0,3
[46 35 49],2.0,10
[45 34 63],1.0,1
[33 13 29],1.0,7
[56 29 27],1.0,9
[22 21  8],1.0,0
[67 40 30],1.0,10
[34 46 36],1.0,3
[11 27  5],1.0,0
[42 42 52],1.0,1
[55 16 47],1.0,2
[38 53 29],1.0,7
[25 34 43],1.0,6
[44 68 33],1.0,3
[55 69 48],1.0,10
[29 27 38],1.0,1
[57 82 32],1.0,3
[59 38 55],1.0,9
[54 47 31],1.0,5
[33 40 46],1.0,3
[49 70 30],1.0,3
[40 59 47],1.0,3
[41 47 29],1.0,5
[48 70 48],1.0,10
[67 76 35],1.0,3
[30 42 19],1.0,5
[46 52 41],2.0,10
[15 25  0],1.0,0
[53 37 33],1.0,3
[48 39 31],1.0,5
[21 42 38],1.0,6
[20 48 21],2.0,7
[47 56 23],1.0,3
[66 34 41],2.0,3
[30 23 27],1.0,8
[40 22 56],1.0,9
[33 48 49],1.0,9
[22 16  4],1.0,0
[42 50 52],1.0,9
[38 37 30],1.0,7
[52 49 24],1.0,3
[50 57 56],1.0,3
[74 32 49],2.0,3
[69 76 34],1.0,3
[18 33 25],1.0,0
[55 53 50],1.0,3
[78 21 50],1.0,3
[31 51 43],1.0,9
[56 64 51],1.0,10
[22 49 22],1.0,6
[52 35 33],1.0,4
[48 26 24],1.0,4
[28 25 32],1.0,6
[65 52 40],1.0,10
[20 30 36],1.0,4
[36 31 34],1.0,9
[51 50 27],1.0,5
[34 36 17],1.0,5
[18 44 31],2.0,7
[41 61 40],1.0,3
[54 35 47],1.0,2
[45 35 23],1.0,5
[31 51 33],1.0,7
[54 54 35],2.0,10
[79 27 41],2.0,3
[48 44 28],1.0,3
[16 28 22],2.0,7
[44 52 25],1.0,5
[53 43 52],2.0,10
[33 47 43],1.0,9
[42 36 38],2.0,10
[14 32 35],2.0,7
[13 44 28],2.0,7
[55 46 42],2.0,10
[28 26 40],1.0,4
[ 6 36 36],1.0,7
[43 39 48],1.0,1
[19 53 35],1.0,7
[51 55 54],2.0,10
[37 36 30],1.0,10
[45 31 24],1.0,5
[68 24 46],1.0,2
[41 32 32],1.0,9
[10  6 13],1.0,0
[64 48 38],1.0,10
[70 36 32],1.0,9
[29 42 35],2.0,7
[30 25 22],1.0,8
[41 52 58],1.0,1
[16 34 29],1.0,6
[16 45 18],2.0,7
[43 30 18],1.0,8
[48 53 43],2.0,10
[28 28 41],1.0,4
[36 51 46],1.0,9
[58 47 47],1.0,1
[54 32 35],1.0,5
[32 21 32],1.0,8
[35 41 53],1.0,9
[28 49 38],1.0,9
[81 38 46],1.0,3
[48 40 23],1.0,2
[35 23 28],1.0,5
[58 63 32],1.0,10
[38 27 26],1.0,5
[62 62 50],1.0,10
[51 55 34],1.0,5
[17 36 31],2.0,7
[61 33 30],1.0,3
[44 39 17],1.0,5
[24 47 31],1.0,8
[ 8 45 20],1.0,7
[55 48 26],1.0,10
[39 42 51],1.0,1
[58 57 29],1.0,10
[26 51 38],1.0,7
[43 43 23],1.0,5
[43 34 54],1.0,10
[36 16 26],2.0,8
[59 32 58],1.0,3
[37 52 55],1.0,9
[27 36 34],2.0,4
[68 31 32],1.0,9
[32 44 42],1.0,2
[12 23 15],1.0,7
[62 34 41],2.0,9
[ 7 33 26],2.0,7
[20 34 17],2.0,7
[62 42 52],1.0,1
[52 69 31],1.0,3
[51 40 35],2.0,10
[31 42 24],2.0,7
[22 34 33],1.0,4
[47 74 38],1.0,3
[ 8 30 38],1.0,6
[49 31 49],1.0,10
[36 31 39],2.0,5
[27 17 32],2.0,8
[43 36 48],2.0,10
[38 51 48],2.0,10
[57 46 49],2.0,10
[53 38 41],2.0,3
[43 42 28],2.0,8
[49 60 39],2.0,10
[35 25 38],2.0,5
[12 45 16],2.0,7
[28 50 22],2.0,7
[24 22 23],2.0,4
[65 36 51],2.0,3
[43 43 44],2.0,10
[69 38 47],2.0,3
[47 41 35],2.0,1
[36 34 49],2.0,10
[54 33 51],2.0,3
[58 55 31],1.0,10
[41 41 44],2.0,3
[52 47 46],2.0,10
[68 31 46],1.0,2
[27 52 26],2.0,7
[71 32 46],2.0,3
[27 42 21],1.0,8
[43 43 27],1.0,10
[63 22 41],1.0,3
[ 7 39 36],1.0,7
[26 48 36],1.0,8
[41 34 28],2.0,8
[58 50 48],2.0,10
[36 53 38],2.0,10
[54 20 48],1.0,9
[43 39 46],2.0,3
[51 58 33],2.0,10
[26 52 25],2.0,7
[20 57 28],2.0,7
[22 26 40],1.0,6
[57 48 41],1.0,3
[52 49 32],1.0,5
[42 62 49],2.0,10
[29 38 36],2.0,5
[52 39 27],1.0,10
[69 24 48],2.0,3
[34 43 58],1.0,1
[56 56 37],1.0,10
[21 37 31],2.0,4
[52 39 40],2.0,3
[28 30 34],2.0,4
[43 49 33],1.0,3
[68 71 44],1.0,3
[28 47 22],2.0,7
[60 40 52],2.0,3
[63 29 36],2.0,3
[29 21 26],2.0,4
[72 70 49],1.0,3
[40 37 39],2.0,10
[54 57 42],2.0,10
[67 43 55],1.0,9
[10 40 24],2.0,6
[40 29 42],1.0,9
[50 33 42],1.0,1
[29 54 37],1.0,6
[15 37 18],2.0,7
[38 27 21],1.0,8
[15 24 34],1.0,7
[23 18 45],1.0,6
[54 72 37],1.0,3
[59 49 43],1.0,10
[40 44 44],2.0,3
[74 22 45],2.0,3
[38 43 51],1.0,1
[35 57 38],1.0,9
[51 34 46],2.0,3
[34 30 37],1.0,9
[29 24 29],1.0,8
[38 61 32],1.0,3
[50 28 40],1.0,9
[45 27 25],1.0,5
[54 34 37],2.0,9
[48 42 30],1.0,10
[78 32 40],2.0,3
[38 17 44],2.0,2
[45 48 32],1.0,3
[42 50 33],2.0,1
[53 47 32],1.0,5
[13 22 36],1.0,7
[40 53 27],1.0,10
[32 37 52],1.0,9
[50 35 29],1.0,5
[56 50 44],1.0,3
[50 39 41],2.0,3
[39 53 40],2.0,10
[45 62 49],1.0,1
[44 31 45],1.0,10
[11 37 21],2.0,7
[56 26 46],1.0,1
[29 37 29],2.0,7
[47 36 58],1.0,9
[31 38 15],2.0,7
[21 44 28],2.0,7
[23 44 39],1.0,7
[33 46 36],2.0,8
[30 43 44],2.0,1
[37 39 28],1.0,9
[59 79 24],1.0,3
[64 45 52],1.0,9
[50 36 24],1.0,5
[76 61 54],1.0,3
[ 8 37 28],2.0,7
[33 52 50],1.0,9
[ 9 32 27],2.0,7
[75 42 34],1.0,3
[32 38 31],1.0,9
[12 33 30],2.0,7
[10 26 23],1.0,7
[36 36 39],2.0,5
[59 50 51],2.0,10
[34 16 40],2.0,2
[46 56 47],2.0,1
[10 43 18],2.0,7
[28 24 24],1.0,8
[39 51 53],2.0,10
[49 47 36],1.0,1
[23 24 36],1.0,4
[47 45 41],2.0,3
[73 73 42],1.0,3
[33 41 52],1.0,9
[52 57 47],2.0,10
[22 22 35],1.0,7
[13 43 19],2.0,7
[50 37 30],1.0,5
[33 43 33],1.0,7
[74 36 42],2.0,3
[29 53 37],2.0,1
[49 69 43],1.0,3
[34 54 44],2.0,1
[37 35 37],2.0,10
[49 43 29],1.0,4
[53 71 47],1.0,3
[65 43 50],1.0,10
[52 67 45],1.0,10
[23 32  4],1.0,0
[23 41 42],1.0,1
[49 63 35],1.0,3
[66 39 48],1.0,2
[50 31 36],1.0,4
[64 54 44],1.0,9
[64 43 41],1.0,2
[39 40 58],1.0,1
[34 59 49],1.0,10
[44 76 39],1.0,3
[42 60 23],1.0,3
[ 4 44 23],1.0,7
[43 33 56],1.0,9
[35 48 44],1.0,2
[54 71 42],1.0,3
[56 54 23],1.0,3
[61 78 44],1.0,3
[47 41 41],1.0,9
[30 53 39],1.0,10
[11 18  0],1.0,0
[26 31 51],1.0,1
[62 48 39],1.0,10
[33 59 32],1.0,5
[64 66 60],1.0,3
[66 70 31],1.0,3
[54 52 33],2.0,10
[22 50 31],2.0,7
[21 22 33],1.0,4
[35 46 57],1.0,1
[36 37 31],1.0,10
[58 11 40],1.0,2
[41 30 23],1.0,4
[25 39 35],1.0,1
[16 23 22],1.0,6
[46 40 42],2.0,10
[30 41 27],1.0,8
[33 51 33],2.0,1
[63 19 48],1.0,9
[47 20 55],1.0,1
[67 42 48],1.0,3
[60 59 32],1.0,10
[39 35 55],1.0,9
[64 23 54],1.0,9
[64 55 48],1.0,10
[33 28 56],1.0,1
[72 52 36],1.0,10
[44 66 48],1.0,3
[48 40 26],1.0,5
[73 53 58],1.0,3
[52 57 47],1.0,1
[68 40 54],1.0,9
[54 39 38],1.0,5
[26 30 51],1.0,9
[67 73 41],1.0,3
[64 82 31],1.0,3
[48 58 42],1.0,3
[54 69 51],1.0,3
[42 62 37],1.0,3
[35 31 39],2.0,5
[25 52 28],2.0,7
[67 28 39],2.0,3
[45 63 42],2.0,10
[16 33 28],2.0,7
[ 7 35 31],1.0,6
[81 22 48],1.0,3
[46 46 26],1.0,10
[66 57 39],1.0,2
[54 39 41],1.0,10
[39 43 34],2.0,8
[38 43 32],1.0,10
[57 40 56],1.0,3
[25 52 35],1.0,7
[35 52 47],2.0,1
[66 34 32],1.0,3
[44 58 35],2.0,1
[52 32 36],2.0,5
[44 73 58],1.0,3
[41 57 35],2.0,10
[ 9 33 27],2.0,7
[18 19 25],1.0,7
[31 32 28],1.0,9
[42 41 34],2.0,10
[44 26 21],1.0,8
[53 58 31],1.0,2
[57 29 58],1.0,3
[43 20 42],2.0,2
[79 31 44],2.0,3
[60 54 37],1.0,10
[14 20 31],1.0,7
[38 27 50],1.0,1
[19 33 27],1.0,6
[50 54 35],2.0,10
[53 47 26],1.0,10
[46 61 43],2.0,10
[41 50 37],1.0,4
[25 41 24],2.0,7
[ 6 25 32],1.0,6
[50 44 44],2.0,10
[37 27 42],1.0,2
[42 66 35],1.0,3
[33 64 41],1.0,3
[48 64 43],2.0,10
[46 61 47],1.0,3
[10 19 10],1.0,0
[23 45 38],1.0,6
[18 32 24],2.0,7
[54 31 32],2.0,5
[37 20 22],1.0,8
[34 23 39],1.0,4
[60 40 33],1.0,2
[47 44 30],1.0,9
[51 56 49],2.0,10
[41 54 34],2.0,1
[50 43 36],2.0,10
[44 62 49],1.0,3
[31 42 49],2.0,1
[17 52 22],2.0,7
[50 35 19],1.0,5
[14 17 26],1.0,6
[25 50 23],2.0,7
[36 52 28],2.0,7
[44 60 31],1.0,10
[23 37 20],2.0,7
[25 37 37],1.0,4
[51 27 22],1.0,5
[46 16 33],2.0,2
[29 45 37],1.0,7
[22 23 26],1.0,7
[22 51 32],1.0,7
[44 28 33],2.0,5
[56 52 54],2.0,10
[49 62 51],2.0,10
[68 33 36],2.0,3
[49 55 31],1.0,10
[35 49 49],2.0,1
[ 7 31 27],1.0,6
[37 47 25],2.0,8
[26 57 28],2.0,7
[20 32 16],2.0,7
[29 52 25],2.0,7
[37 48 39],1.0,8
[54 60 40],2.0,10
[26 35 32],2.0,7
[24 48 23],2.0,7
[25 23 26],1.0,8
[23 29 39],1.0,4
[14 29 28],2.0,7
[33 21 39],1.0,4
[52 56 33],1.0,5
[57 61 33],1.0,10
[68 35 50],2.0,3
[26 48 39],1.0,7
[34 39 37],1.0,7
[24 35 32],2.0,4
[14 47 17],2.0,7
[42 50 42],2.0,10
[19 32  3],1.0,0
[25 22 31],1.0,8
[53 71 49],1.0,3
[29 26 38],1.0,7
[45 41 35],1.0,8
[28 45 38],1.0,7
[53 57 54],1.0,3
[28 44 56],1.0,9
[47 33 17],1.0,5
[11 22 20],1.0,7
[30 26 16],1.0,7
[39 67 41],1.0,3
[33 58 27],1.0,7
[46 80 45],1.0,3
[45 51 30],1.0,5
[43 53 53],2.0,10
[41 27 48],1.0,10
[39 40 52],1.0,3
[24 49 22],2.0,7
[31 42 47],1.0,6
[15 32 14],1.0,0
[51 50 53],2.0,10
[48 40 51],2.0,3
[ 6 41 45],1.0,6
[38 30 30],1.0,2
[71 39 40],2.0,3
[31 35 60],1.0,1
[24 44 22],2.0,7
[42 15 49],1.0,2
[22 48 16],2.0,7
[60 23 26],1.0,2
[17 45 45],1.0,6
[31 42 28],1.0,9
[51 61 32],1.0,10
[34 45 51],2.0,10
[12 26 23],1.0,6
[31 16 30],2.0,8
[31 49 22],2.0,7
[59 49 48],2.0,10
[80 24 46],1.0,3
[23 34 27],2.0,7
[11 24 24],2.0,7
[30 25 40],1.0,9
[39 40 37],2.0,10
[43 59 36],2.0,10
[26 45 32],2.0,7
[ 5 40 31],1.0,7
[37 40 29],1.0,10
[30 42 38],1.0,7
[15 48 22],2.0,7
[46 58 31],1.0,10
[19 35 25],2.0,7
[28 21 30],1.0,8
[27 20 35],1.0,6
[69 29 52],2.0,3
[34 35 48],2.0,10
[25 38 22],2.0,7
[45 37 22],1.0,5
[25 34 32],1.0,6
[32 52 25],2.0,7
[78 30 39],2.0,3
[63 70 35],1.0,3
[59 59 35],1.0,10
[24 23 37],1.0,6
[40 40 51],1.0,1
[50 34 58],1.0,3
[34 48 29],2.0,8
[46 67 39],1.0,3
[36 37 35],1.0,9
[32 46 21],2.0,7
[42 49 28],1.0,10
[37 45 47],2.0,10
[47 30 50],1.0,10
[46 61 50],2.0,10
[31 37 27],2.0,7
[50 44 28],1.0,4
[49 29 35],1.0,9
[29 53 54],1.0,3
[35 37 40],1.0,3
[48 60 23],1.0,3
[43 75 38],1.0,3
[62 45 53],1.0,10
[28 41 37],1.0,4
[46 33 27],1.0,9
[39 31 45],1.0,1
[55 28 49],1.0,3
[42 72 35],1.0,3
[62 65 28],1.0,3
[45 57 44],2.0,1
[13 39 23],2.0,7
[52 36 54],1.0,10
[27 52 39],1.0,4
[29 14 33],1.0,8
[41 29 33],1.0,1
[70 52 55],1.0,3
[54 38 26],1.0,10
[33 53 49],1.0,10
[70 71 60],1.0,3
[29 41 17],1.0,5
[23 25 32],1.0,7
[35 43 46],1.0,2
[43 49 24],1.0,5
[38 52 53],1.0,9
[59 84 49],1.0,3
[30 34 62],1.0,1
[57 48 50],1.0,3
[33 43 27],2.0,7
[21 46 30],2.0,7
[63 38 38],1.0,2
[44 44 50],1.0,9
[28 44 40],2.0,1
[41 25 21],1.0,5
[71 70 49],1.0,3
[44 59 48],1.0,9
[36 45 26],1.0,2
[63 28 55],1.0,3
[42 20 40],2.0,2
[27 51 30],2.0,7
[63 44 56],1.0,9
[44 47 38],2.0,10
[33 38 52],1.0,10
[26 49 38],1.0,5
[48 78 58],1.0,3
[59 59 46],1.0,10
[48 41 29],1.0,5
[22 43 16],2.0,7
[37 36 25],1.0,5
[ 8 28 34],1.0,7
[48 65 35],1.0,3
[35 56 44],2.0,1
[40 42 30],1.0,10
[32 35 26],1.0,4
[25 44 23],2.0,7
[38 52 27],1.0,10
[24 32 33],2.0,7
[52 63 49],2.0,10
[10 38 21],2.0,7
[17 20 34],1.0,7
[24 44 17],2.0,7
[44 38 37],2.0,10
[14 31 32],2.0,7
[20 36 39],1.0,7
[42 15 43],2.0,2
[35 34 37],2.0,10
[23 44 27],1.0,8
[56 35 48],1.0,1
[45 54 28],1.0,9
[63 67 56],1.0,3
[47 32 17],1.0,5
[13 10 16],1.0,0
[59 39 52],1.0,1
[48 70 59],1.0,3
[34 37 45],1.0,3
[46 61 41],1.0,1
[ 3 39 24],1.0,7
[65 69 57],1.0,3
[49 79 50],1.0,3
[54 39 59],1.0,9
[17 25 24],2.0,7
[24 18 31],1.0,4
[26 35 18],2.0,7
[38 29 55],1.0,3
[23 41 20],2.0,7
[20 38 33],1.0,4
[ 5 34 27],2.0,7
[63 49 38],1.0,2
[42 40 47],2.0,1
[47 19 42],1.0,1
[51 58 42],2.0,10
[70 71 58],1.0,3
[44 40 30],1.0,10
[55 54 54],2.0,10
[24 46 37],1.0,7
[48 49 47],2.0,10
[30 46 38],1.0,8
[17 33 25],2.0,7
[44 37 31],1.0,10
[57 74 27],1.0,3
[56 56 48],1.0,1
[65 45 53],1.0,9
[61 58 43],1.0,9
[18 50 23],2.0,7
[28 50 24],2.0,7
[60 29 38],2.0,3
[23 31 15],2.0,7
[37 61 41],2.0,10
[49 23 34],2.0,5
[25 17 33],1.0,6
[26 45 31],2.0,8
[38 51 51],2.0,10
[27 37 17],2.0,7
[38 53 52],2.0,10
[21 22 25],2.0,4
[31 15 28],1.0,7
[34 40 31],1.0,7
[37 41 51],1.0,1
[39 54 37],2.0,10
[42 39 37],2.0,10
[41 46 43],2.0,10
[28 41 17],2.0,7
[24 45 21],2.0,7
[29 23 38],1.0,4
[22 50 20],2.0,7
[10 51 31],1.0,6
[39 38 33],1.0,9
[33 35 24],2.0,7
[39 42 34],2.0,8
[47 33 23],1.0,5
[23 44 15],2.0,7
[44 38 38],1.0,8
[37 50 39],2.0,10
[42 32 31],1.0,10
[13 44 18],2.0,7
[ 9 48 27],2.0,7
[66 29 52],2.0,3
[32 50 31],1.0,7
[54 53 33],1.0,5
[38 26 38],2.0,8
[37 45 27],1.0,10
[ 7 22 11],1.0,0
[51 41 59],1.0,3
[51 44 26],1.0,10
[17 41 30],2.0,7
[16 33 30],2.0,7
[69 36 40],2.0,3
[34 49 43],1.0,9
[12 38 23],2.0,7
[54 46 29],1.0,10
[48 40 22],1.0,5
[41 45 30],1.0,10
[48 58 32],2.0,10
[42 54 59],1.0,1
[33 42 47],2.0,10
[34 15 27],1.0,8
[53 60 58],1.0,3
[54 32 37],1.0,5
[79 30 38],2.0,3
[50 37 29],1.0,10
[34 50 57],1.0,1
[36 16 35],2.0,8
[53 60 46],2.0,10
[19 35 25],2.0,6
[48 30 53],1.0,9
[48 39 35],2.0,10
[70 33 46],2.0,3
[23 38 39],1.0,4
[ 5 30 26],1.0,7
[63 30 43],2.0,3
[53 28 42],2.0,3
[39 32 38],2.0,8
[49 30 53],1.0,10
[51 49 26],1.0,5
[39 36 31],1.0,10
[69 71 56],1.0,3
[12 40 18],2.0,7
[38 39 46],2.0,10
[32 45 53],1.0,9
[ 7 32 29],1.0,6
[59 57 34],1.0,2
[50 60 29],1.0,10
[44 54 28],1.0,10
[43 32 38],2.0,10
[24 37 22],2.0,7
[66 55 30],1.0,10
[20 42 33],2.0,7
[20 42 39],1.0,7
[39 55 37],2.0,1
[69 70 53],1.0,3
[33 43 59],1.0,9
[ 8 38 26],2.0,7
[35 37 29],1.0,9
[47 40 45],1.0,1
[20 43 15],2.0,7
[59 39 41],2.0,3
[24 36 23],1.0,6
[52 58 52],2.0,10
[38 56 45],1.0,3
[41 46 44],2.0,1
[37 51 41],1.0,9
[64 57 36],1.0,10
[37 36 31],1.0,7
[50 43 47],2.0,3
[49 62 33],1.0,2
[45 10 34],1.0,4
[38 28 24],1.0,2
[ 7 12 13],1.0,0
[43 41 36],1.0,5
[15 36 26],2.0,7
[66 62 28],1.0,3
[30 42 58],1.0,9
[29 61 50],1.0,3
[63 52 51],1.0,10
[ 9 25 28],1.0,6
[43 74 51],1.0,3
[31 57 45],2.0,1
[74 43 44],1.0,10
[49 38 42],2.0,3
[54 55 47],2.0,10
[36 61 36],1.0,3
[61 74 31],1.0,3
[51 42 36],1.0,5
[59 69 58],1.0,3
[70 78 33],1.0,3
[ 8 34 18],1.0,7
[48 41 17],1.0,5
[40 72 45],1.0,3
[53 50 59],1.0,9
[21 32 19],2.0,7
[70 25 57],1.0,3
[32 14 33],1.0,8
[27 27 40],1.0,9
[54 58 39],2.0,10
[ 9 41 20],2.0,7
[52 48 43],2.0,10
[78 43 59],1.0,3
[36 57 36],1.0,9
[69 42 46],1.0,2
[10 35 16],2.0,7
[38 49 44],2.0,10
[27 14 36],1.0,4
[ 8 39 31],2.0,7
[55 43 46],2.0,10
[39 37 46],2.0,10
[32 41 29],2.0,7
[40 23 25],2.0,8
[41 33 20],1.0,5
[ 6 21 10],1.0,0
[31 49 37],1.0,4
[47 53 52],2.0,10
[39 23 24],1.0,5
[11 42 19],2.0,7
[29 31 22],1.0,8
[69 66 55],1.0,3
[37 61 55],1.0,3
[69 37 34],1.0,3
[34 51 23],2.0,7
[20 43 47],1.0,6
[36 52 52],2.0,10
[72 78 52],1.0,3
[14 40 16],2.0,7
[42 37 37],2.0,10
[61 29 33],1.0,3
[40 53 37],2.0,10
[14 39 30],2.0,7
[23 45 38],1.0,7
[68 72 52],1.0,3
[35 47 58],1.0,9
[20 50 25],2.0,7
[53 38 43],2.0,3
[29 35 38],2.0,5
[26 42 38],1.0,7
[20 49 36],1.0,7
[56 61 47],2.0,10
[16 44 15],2.0,7
[52 66 43],1.0,10
[21 47 20],2.0,7
[12 41 24],2.0,7
[15 43 18],2.0,7
[45 40 18],1.0,5
[81 36 46],1.0,3
[23 35 36],1.0,4
[12 36 15],2.0,7
[35 38 33],1.0,9
[64 23 29],1.0,2
[44 34 29],1.0,10
[79 27 39],2.0,3
[49 78 54],1.0,3
[71 39 41],2.0,3
[43 39 40],2.0,10
[19 46 47],1.0,6
[19 38 24],2.0,7
[18 38 39],1.0,7
[50 62 47],2.0,10
[15 44 17],2.0,7
[69 31 52],2.0,3
[19 45 46],1.0,6
[46 38 58],1.0,3
[39 47 18],1.0,5
[ 8 52 26],1.0,7
[62 20 45],1.0,9
[26 46 30],1.0,8
[46 54 26],1.0,3
[70 49 33],1.0,3
[42 56 47],1.0,9
[33 43 28],2.0,7
[29 46 36],2.0,1
[57 51 53],1.0,3
[40 10 39],2.0,2
[ 9 30 28],1.0,6
[42 33 37],2.0,5
[41 41 18],1.0,5
[28 47 40],2.0,1
[40 38 54],1.0,3
[40 41 49],2.0,10
[ 6 26 31],1.0,6
[33 44 54],1.0,3
[53 54 23],1.0,3
[32 49 30],2.0,7
[25 20 30],1.0,8
[13 45 26],2.0,7
[27 37 19],2.0,7
[46 39 19],1.0,5
[63 29 39],2.0,3
[38 45 47],2.0,1
[47 27 45],1.0,10
[24 35 22],1.0,6
[57 55 52],1.0,1
[24 32 19],2.0,7
[ 8 40 33],2.0,7
[ 6 38 23],2.0,7
[34 36 27],1.0,2
[35 36 52],2.0,10
[48 62 40],2.0,10
[14 39 26],2.0,7
[48 51 26],1.0,10
[13 45 19],2.0,7
[45 59 31],1.0,10
[69 30 39],2.0,3
[17 51 36],1.0,7
[39 48 29],1.0,3
[52 31 36],2.0,5
[41 30 40],1.0,10
[47 40 36],1.0,5
[34 52 60],1.0,3
[71 29 54],1.0,3
[49 78 34],1.0,3
[31 59 50],1.0,3
[55 35 26],1.0,10
[29 53 41],1.0,9
[48 61 57],1.0,3
[35 44 28],1.0,2
[ 8 18  5],1.0,0
[32 53 49],1.0,10
[56 67 25],1.0,3
[19 50 21],2.0,7
[51 62 47],2.0,10
[51 65 41],2.0,10
[30 51 25],2.0,7
[54 52 30],1.0,5
[38 33 49],2.0,10
[26 24 21],1.0,8
[ 8 26 16],1.0,7
[36 62 53],1.0,3
[35 38 25],1.0,2
[37 32 22],1.0,2
[38 57 53],2.0,10
[22 47 19],2.0,7
[11 20 25],2.0,6
[79 31 38],2.0,3
[51 42 26],1.0,5
[70 36 42],2.0,3
[51 34 18],1.0,5
[32 32 50],1.0,1
[51 72 48],1.0,10
[26 37 27],1.0,8
[40 64 47],1.0,3
[61 80 39],1.0,3
[65 21 37],1.0,3
[34 52 26],2.0,7
[40 47 36],2.0,1
[46 37 60],1.0,3
[42 27 38],2.0,8
[33 43 46],1.0,2
[37 68 50],1.0,3
[66 31 54],1.0,3
[39 42 19],1.0,8
[10 42 30],2.0,7
[13 37 33],2.0,7
[57 70 57],1.0,3
[50 41 48],2.0,10
[54 57 52],2.0,10
[47 36 31],1.0,10
[39 37 32],1.0,10
[31 32 18],2.0,7
[55 52 51],2.0,10
[25 21 43],1.0,6
[17 52 34],1.0,7
[65 45 26],1.0,10
[49 41 17],1.0,5
[48 61 45],1.0,1
[12 19 27],1.0,6
[45 36 27],1.0,10
[34 22 27],1.0,8
[17 52 23],2.0,7
[67 56 26],1.0,10
[53 34 29],1.0,5
[42 69 52],1.0,3
[30 49 35],1.0,7
[42 36 28],1.0,10
[25 44 26],2.0,7
[68 29 52],2.0,3
[45 41 29],1.0,10
[36 54 50],1.0,9
[22 44 35],2.0,7
[25 41 23],2.0,7
[38 63 57],1.0,3
[54 58 42],2.0,10
[80 38 44],2.0,3
[40 51 35],2.0,1
[53 41 59],1.0,3
[ 7 37 23],2.0,7
[43 48 45],2.0,1
[47 68 43],1.0,3
[32 44 34],2.0,8
[40 11 36],1.0,2
[11 19  3],1.0,0
[47 30 27],1.0,5
[51 40 27],1.0,10
[47 19 46],2.0,2
[51 48 27],1.0,5
[45 36 26],1.0,10
[50 68 59],1.0,3
[52 24 55],1.0,9
[27 32 25],2.0,7
[ 7 30 27],1.0,6
[47 45 43],2.0,10
[52 58 51],2.0,10
[ 9 25  2],1.0,0
[65 60 26],1.0,3
[61 75 30],1.0,3
[71 57 38],1.0,3
[62 31 55],1.0,3
[18 20 20],1.0,7
[50 59 57],1.0,3
[43 58 34],1.0,9
[ 9 35 35],2.0,7
[28 22 49],1.0,9
[24 40 29],1.0,8
[36 60 40],1.0,3
[49 50 27],1.0,1
[36 24 54],1.0,9
[38 44 38],2.0,1
[50 40 28],1.0,5
[38 69 51],1.0,3
[37 47 27],1.0,3
[34 18 39],1.0,8
[30 56 43],2.0,1
[49 40 49],2.0,10
[49 39 27],1.0,10
[41 36 33],1.0,10
[53 65 42],1.0,10
[58 60 34],1.0,10
[12 46 35],1.0,7
[44 53 50],1.0,9
[13 41 32],2.0,7
[63 64 37],1.0,10
[21 48 25],2.0,7
[ 4 41 26],1.0,7
[42 61 46],1.0,3
[35 47 25],2.0,8
[47 42 29],1.0,5
[50 56 27],1.0,5
[33 38 49],1.0,10
[17 39 30],2.0,7
[63 30 53],2.0,3
[10 44 19],2.0,7
[43 22 48],1.0,9
[81 37 46],1.0,3
[50 32 20],1.0,5
[35 55 49],1.0,9
[15 42 15],2.0,7
[28 45 27],2.0,8
[ 9 48 26],2.0,7
[30 45 23],2.0,8
[45 26 59],1.0,9
[44 34 34],2.0,10
[56 37 34],1.0,2
[71 36 47],2.0,3
[42 38 38],2.0,10
[41 20 53],1.0,9
[45 56 27],1.0,10
[30 50 31],1.0,7
[10 47 26],2.0,7
[56 60 33],1.0,10
[31 24 41],1.0,4
[37 39 26],1.0,8
[22 30 23],2.0,7
[55 53 29],1.0,2
[68 30 43],2.0,3
[47 47 27],1.0,10
[38 68 38],1.0,3
[48 61 49],1.0,3
[40 57 47],1.0,9
